date,open,high,low,close,volume,average,barCount
2024-11-05,487.61,492.88,487.52,492.21,14216069.0,491.155,68706
2024-11-06,500.56,506.41,499.6,505.58,24612503.0,503.323,127957
2024-11-07,508.4,514.33,508.34,513.54,18566047.0,512.041,91051
2024-11-08,513.03,514.92,512.41,514.14,13126012.0,513.792,61021
2024-11-11,515.36,515.58,510.92,513.84,15134208.0,513.179,70460
2024-11-12,513.75,514.66,509.83,512.91,15659842.0,512.746,81529
2024-11-13,512.4,514.98,509.95,512.25,14776556.0,512.621,74829
2024-11-14,511.91,512.79,507.77,508.69,17281483.0,510.067,92363
2024-11-15,502.94,503.33,494.49,496.57,26965652.0,497.897,142995
2024-11-18,498.13,502.14,496.73,500.02,17408210.0,499.869,91732
2024-11-19,497.42,503.96,497.08,503.46,14417080.0,501.23,67936
2024-11-20,503.11,503.48,496.55,503.17,18894571.0,500.148,102204
2024-11-21,506.24,506.96,497.56,504.98,23752193.0,503.089,118557
2024-11-22,504.4,506.53,502.78,505.79,14487800.0,505.098,71654
2024-11-25,509.9,511.46,504.26,506.59,17575879.0,507.262,87022
2024-11-26,508.08,510.14,507.23,509.31,16277182.0,508.684,78333
2024-11-27,508.17,508.24,501.93,505.3,17453616.0,504.692,91241
2024-11-29,505.93,510.34,505.31,509.74,9863889.0,508.776,55812
2024-12-02,511.01,516.26,510.62,515.29,16689452.0,514.592,81583
2024-12-03,513.95,517.15,513.37,516.87,10910166.0,515.447,49022
2024-12-04,520.32,523.52,519.6,523.26,15811641.0,521.759,75542
2024-12-05,523.31,524.04,521.42,521.81,10900977.0,522.657,50343
2024-12-06,522.46,526.72,522.35,526.48,13892895.0,525.654,65162
2024-12-09,525.55,526.35,521.22,522.38,12998127.0,523.209,57046
2024-12-10,523.62,525.38,519.16,520.6,16029341.0,521.973,79000
2024-12-11,524.98,530.61,524.59,529.92,19361277.0,528.774,92497
2024-12-12,527.68,528.96,526.02,526.5,12993718.0,527.597,58777
2024-12-13,530.46,533.17,527.3,530.53,16873336.0,530.046,77836
2024-12-16,533.08,539.15,533.0,538.17,17959409.0,536.625,93678
2024-12-17,536.36,537.48,534.13,535.8,17517398.0,535.682,103203
2024-12-18,535.15,536.88,515.01,516.47,33074603.0,525.873,190766
2024-12-19,521.19,521.76,513.83,514.17,29950493.0,517.563,164737
2024-12-20,510.44,524.82,509.29,518.66,30792736.0,519.094,175857
2024-12-23,519.55,523.25,516.13,522.87,16918299.0,520.863,88786
2024-12-24,524.83,530.05,524.19,529.96,10156340.0,527.842,52271
2024-12-26,528.34,531.24,526.31,529.6,11712644.0,529.559,58234
2024-12-27,526.01,526.45,517.86,522.56,22596172.0,520.955,120262
2024-12-30,515.51,519.36,511.83,515.61,20433107.0,516.205,112829
2024-12-31,516.9,517.66,510.26,511.23,18675826.0,512.976,104363
2025-01-02,514.33,516.64,505.71,510.23,25079133.0,510.626,133811
2025-01-03,513.35,519.65,512.53,518.58,18662335.0,516.945,94567
2025-01-06,524.02,527.92,522.03,524.54,22283391.0,525.08,117548
2025-01-07,525.61,525.99,513.28,515.18,24003439.0,518.395,128141
2025-01-08,515.08,516.92,510.57,515.27,18090140.0,514.475,95171
2025-01-10,511.48,511.58,503.92,507.19,26262978.0,507.527,139025
2025-01-13,501.2,506.02,499.7,505.56,19104524.0,502.697,106718
2025-01-14,508.76,510.16,501.59,505.08,20772406.0,505.374,104445
2025-01-15,513.03,517.85,511.46,516.7,20768412.0,515.456,109545
2025-01-16,519.0,519.06,512.95,513.08,17161535.0,515.899,88757
2025-01-17,522.85,523.46,518.91,521.74,21771013.0,521.647,113990
2025-01-21,524.47,525.97,520.06,524.8,13675983.0,523.772,67940
2025-01-22,529.57,533.82,529.26,531.51,18916090.0,531.791,91236
2025-01-23,529.03,532.76,528.45,532.64,11709950.0,530.341,55468
2025-01-24,533.02,533.79,528.15,529.63,13269108.0,530.75,64595
2025-01-27,510.92,517.99,510.15,514.21,33604166.0,513.603,204925
2025-01-28,515.2,523.0,511.78,521.81,21163890.0,519.056,110046
2025-01-29,522.46,522.59,516.89,520.83,17067396.0,520.092,96382
2025-01-30,523.71,526.1,518.21,523.05,16890661.0,522.412,87030
2025-01-31,526.92,531.52,521.19,522.29,25411820.0,526.46,138976
2025-02-03,513.47,520.85,511.05,518.11,25354377.0,516.974,142760
2025-02-04,518.63,525.11,518.23,524.47,15491067.0,523.139,80632
2025-02-05,521.82,527.01,520.62,526.85,13566013.0,523.907,75232
2025-02-06,527.36,529.81,525.74,529.6,12760309.0,527.711,66648
2025-02-07,530.14,532.1,522.19,522.92,18793265.0,525.533,112008
2025-02-10,527.25,530.36,526.75,529.25,12289147.0,529.052,67579
2025-02-11,525.96,529.92,525.83,527.99,12457757.0,528.098,62428
2025-02-12,522.29,529.19,521.95,528.3,14903547.0,526.517,81314
2025-02-13,529.98,536.22,529.19,535.9,17236122.0,533.18,87182
2025-02-14,536.08,538.84,535.67,538.15,10967993.0,537.227,53551
2025-02-18,539.73,540.0,536.04,539.37,11794034.0,538.012,60007
2025-02-19,538.57,540.81,536.46,539.52,12519673.0,538.98,64540
2025-02-20,538.73,539.1,532.46,537.23,16062371.0,535.548,80121
2025-02-21,538.38,538.4,525.71,526.08,25063311.0,530.431,127053
2025-02-24,527.88,529.07,519.53,519.87,24668640.0,523.216,141479
2025-02-25,519.24,519.32,509.44,513.32,29303173.0,513.797,160889
2025-02-26,515.53,519.66,511.37,514.56,19378772.0,515.722,98975
2025-02-27,518.13,519.07,500.05,500.27,33023175.0,508.347,174706
2025-02-28,500.13,508.78,496.93,508.17,31422404.0,502.379,176564
2025-03-03,511.52,513.04,493.58,497.05,28320490.0,503.321,162300
2025-03-04,494.18,503.74,487.73,495.55,43158562.0,494.674,272512
2025-03-05,496.2,503.63,491.26,502.01,29919124.0,497.898,168711
2025-03-06,493.69,498.58,486.2,488.2,36455855.0,491.478,217085
2025-03-07,487.16,493.28,480.53,491.79,37380404.0,487.693,217740
2025-03-10,483.47,483.97,468.66,472.73,45997391.0,475.439,283497
2025-03-11,472.35,478.81,467.01,471.6,47057557.0,472.982,267738
2025-03-12,479.15,481.06,471.79,476.92,29429872.0,477.277,170886
2025-03-13,476.24,476.29,466.43,468.34,27649955.0,470.618,161099
2025-03-14,473.74,480.56,473.12,479.66,26209332.0,477.533,141021
2025-03-17,479.6,485.84,477.8,482.77,26639867.0,482.219,145685
2025-03-18,479.41,479.61,472.41,474.54,21461082.0,474.93,128060
2025-03-19,476.81,485.33,474.87,480.89,26027993.0,479.991,151625
2025-03-20,476.89,484.55,476.18,479.26,23342039.0,480.282,126104
2025-03-21,474.09,481.61,472.9,480.84,24527905.0,477.442,145418
2025-03-24,487.74,491.51,487.12,490.66,21482015.0,489.781,116602
2025-03-25,491.39,493.62,490.42,493.46,16169128.0,492.296,79748
2025-03-26,492.3,493.16,482.82,484.38,22849451.0,486.647,116125
2025-03-27,482.41,486.58,480.25,481.62,21790710.0,483.324,108957
2025-03-28,479.81,480.52,468.05,468.94,30119812.0,472.186,151416
2025-03-31,461.92,469.86,457.33,468.92,32966957.0,463.675,182263
2025-04-01,467.3,473.63,464.42,472.7,26990973.0,469.814,134101
2025-04-02,466.12,479.56,465.86,476.15,26373014.0,474.318,123083
2025-04-03,456.44,460.07,450.14,450.66,43994122.0,454.973,238387
2025-04-04,438.14,440.37,422.67,422.67,74708918.0,431.028,475190
2025-04-07,408.66,443.14,402.39,423.69,115858417.0,421.336,769914
2025-04-08,438.11,443.14,409.79,416.06,66266838.0,428.651,369351
2025-04-09,415.49,467.83,415.43,466.0,94504867.0,443.116,562464
2025-04-10,453.64,455.59,432.63,446.18,68416906.0,445.407,396560
2025-04-11,444.65,455.79,441.33,454.4,35061318.0,450.128,209912
2025-04-14,464.46,465.05,452.63,457.48,27382228.0,458.858,149256
2025-04-15,458.54,462.38,456.15,457.99,21833728.0,459.129,116612
2025-04-16,449.01,452.62,437.76,444.18,30687351.0,445.156,166019
2025-04-17,447.17,447.75,441.36,444.1,25701475.0,444.858,148258
2025-04-21,438.23,439.08,427.93,433.11,25603865.0,431.965,124357
2025-04-22,438.82,447.58,437.62,444.48,32472918.0,443.016,167557
2025-04-23,458.17,463.38,452.88,454.56,35175254.0,458.008,195647
2025-04-24,456.48,467.66,455.83,467.35,27161495.0,463.792,134982
2025-04-25,466.97,473.09,465.39,472.56,25189001.0,469.777,130511
2025-04-28,473.01,474.81,466.03,472.41,20593222.0,470.282,98688
2025-04-29,470.09,476.43,469.59,475.53,20338159.0,473.873,94785
2025-04-30,467.13,477.2,462.43,475.47,27173820.0,469.562,134521
2025-05-01,483.41,487.18,480.74,481.68,26016492.0,483.846,133252
2025-05-02,486.54,490.91,484.83,488.83,24267175.0,488.681,120626
2025-05-05,484.6,489.03,484.1,485.93,16124657.0,486.676,87597
2025-05-06,479.56,485.05,478.19,481.41,20304184.0,481.745,96875
2025-05-07,482.08,485.8,476.78,483.3,23747715.0,481.14,127698
2025-05-08,488.53,492.7,484.17,488.29,25612010.0,489.621,121930
2025-05-09,490.21,491.54,486.19,487.97,16701123.0,488.441,79309
2025-05-12,507.0,507.89,501.48,507.85,25257926.0,505.262,130399
2025-05-13,509.19,517.39,508.42,515.59,34682849.0,514.93,192591
2025-05-14,516.75,519.23,515.75,518.68,31087780.0,517.651,181837
